#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.NEtypeslinks|category|link
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Lipmans: Notiek sarunas par jaunas "Grindeks" rūpnīcas būvniecību Krievijā
1-1	0-7	Lipmans	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing	*	*	npmsn1	Lipmans	person	*	parataxis	basic	1-3	
1-2	7-8	:	_	_	_	_	_	_	_	_	_	_	_	_	zo	:	_	_	punct	basic	1-1	
1-3	9-15	Notiek	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vmnipi130an	notikt	_	_	root	basic	1-3	
1-4	16-23	sarunas	Fem	Plur	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Plur	*	*	ncfpn4	saruna	_	_	nsubj	basic	1-3	
1-5	24-27	par	_	_	_	_	_	_	_	_	_	_	_	_	spsa	par	_	_	case	basic	1-11	
1-6	28-34	jaunas	Fem	Sing	Gen	Pos	*	*	*	*	*	Case=Gen\|Degree=Pos\|Gender=Fem\|Number=Sing	*	*	affsgnp	jauna	_	_	amod	basic	1-10	
1-7	35-36	"	_	_	_	_	_	_	_	_	_	_	_	_	zq	"	organization[1]	*[1]	punct	basic	1-8	
1-8	36-44	Grindeks	_	_	_	_	_	_	_	_	_	_	_	_	np0000	Grindeks	organization[1]	*[1]	nmod	basic	1-10	
1-9	44-45	"	_	_	_	_	_	_	_	_	_	_	_	_	zq	"	organization[1]	*[1]	punct	basic	1-8	
1-10	46-54	rūpnīcas	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	rūpnīca	_	_	nmod	basic	1-11	
1-11	55-65	būvniecību	Fem	Sing	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Fem\|Number=Sing	*	*	ncfsa4	būvniecība	_	_	nmod	basic	1-4	
1-12	66-74	Krievijā	Fem	Sing	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Fem\|Number=Sing	*	*	npfsl4	Krievija	GPE	*	acl	basic	1-11	
