#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=- Aj, nav svarīgi.
1-1	0-1	-	_	_	_	_	_	_	_	_	_	_	_	_	zd	-	punct	basic	1-5	
1-2	2-4	Aj	_	_	_	_	_	_	_	_	_	_	_	_	i	aj	discourse	basic	1-5	
1-3	4-5	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	punct	basic	1-2	
1-4	6-9	nav	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Neg\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vcnipii30ay	nebūt	cop	basic	1-5	
1-5	10-17	svarīgi	*	*	*	Pos	*	*	*	*	*	Degree=Pos	*	*	rpm	svarīgi	root	basic	1-5	
1-6	17-18	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	punct	basic	1-5	

#Text=Tirdzniecībā un tā.
2-1	20-32	Tirdzniecībā	Fem	Sing	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Fem\|Number=Sing	*	*	ncfsl4	tirdzniecība	root	basic	2-1	
2-2	33-35	un	_	_	_	_	_	_	_	_	_	_	_	_	cc	un	cc	basic	2-3	
2-3	36-38	tā	*	*	*	*	*	*	*	*	*	PronType=Dem	*	*	r0m	tā	conj	basic	2-1	
2-4	38-39	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	punct	basic	2-1	

#Text=Nekas īpašs.
3-1	41-46	Nekas	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing\|PronType=Ind,Neg	*	*	pi0msny	nekas	det	basic	3-2	
3-2	47-52	īpašs	Masc	Sing	Nom	Pos	*	*	*	*	*	Case=Nom\|Degree=Pos\|Gender=Masc\|Number=Sing	*	*	afmsnnp	īpašs	root	basic	3-2	
3-3	52-53	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	punct	basic	3-2	

#Text=Te šis, te tas.
4-1	55-57	Te	_	_	_	_	_	_	_	_	_	_	_	_	cc	te	cc	basic	4-2	
4-2	58-61	šis	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing\|PronType=Dem	*	*	pd0msnn	šis	root	basic	4-2	
4-3	61-62	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	punct	basic	4-5	
4-4	63-65	te	_	_	_	_	_	_	_	_	_	_	_	_	cc	te	cc	basic	4-5	
4-5	66-69	tas	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing\|PronType=Dem	*	*	pd0msnn	tas	conj	basic	4-2	
4-6	69-70	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	punct	basic	4-2	

#Text=Un es viņam tagad parādā drusku esmu, un...
5-1	72-74	Un	_	_	_	_	_	_	_	_	_	_	_	_	cc	un	cc	basic	5-5	
5-2	75-77	es	*	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Number=Sing\|Person=1\|PronType=Prs	1	*	pp10snn	es	nsubj	basic	5-5	
5-3	78-83	viņam	Masc	Sing	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Masc\|Number=Sing\|Person=3\|PronType=Prs	3	*	pp3msdn	viņš	iobj	basic	5-5	
5-4	84-89	tagad	*	*	*	*	*	*	*	*	*	PronType=Dem	*	*	r0t	tagad	advmod	basic	5-5	
5-5	90-96	parādā	Masc	Sing	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Masc\|Number=Sing	*	*	ncmsl1	parāds	root	basic	5-5	
5-6	97-103	drusku	_	_	_	_	_	_	_	_	_	_	_	_	r0q	drusku	advmod	basic	5-5	
5-7	104-108	esmu	*	Sing	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Number=Sing\|Person=1\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	1	*	vcnipii1san	būt	cop	basic	5-5	
5-8	108-109	,	_	_	_	_	_	_	_	_	_	_	_	_	zc	,	punct	basic	5-5	
5-9	110-112	un	_	_	_	_	_	_	_	_	_	_	_	_	cc	un	cc	basic	5-5	
5-10	112-115	...	_	_	_	_	_	_	_	_	_	_	_	_	zs	...	punct	basic	5-5	
