#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=3. Bez tam dalībvalstis var noteikt augšējās robežas garantiju iestāžu maksājumiem.
1-1	0-2	3.	*	*	*	*	*	*	*	*	*	NumType=Ord	*	*	xo	3.	_	_	obl	basic	1-5	
1-2	3-6	Bez	_	_	_	_	_	_	_	_	_	_	_	_	spsd	bez	_	_	case	basic	1-3	
1-3	7-10	tam	Masc	Sing	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Masc\|Number=Sing\|PronType=Dem	*	*	pd0msdn	tas	_	_	obl	basic	1-5	
1-4	11-23	dalībvalstis	Fem	Plur	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Plur	*	*	ncfpn6	dalībvalsts	_	_	nsubj	basic	1-5	
1-5	24-27	var	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vonipt330an	varēt	_	_	root	basic	1-5	
1-6	28-35	noteikt	*	*	*	*	*	*	*	*	*	Polarity=Pos\|VerbForm=Inf	*	*	vmnn0t1000n	noteikt	_	_	xcomp	basic	1-5	
1-7	36-44	augšējās	Fem	Sing	Gen	Pos	*	*	*	*	*	Case=Gen\|Degree=Pos\|Gender=Fem\|Number=Sing	*	*	arfsgyp	augšēja	_	_	amod	basic	1-8	
1-8	45-52	robežas	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg4	robeža	_	_	iobj	basic	1-6	
1-9	53-62	garantiju	Fem	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Plur	*	*	ncfpg4	garantija	_	_	nmod	basic	1-10	
1-10	63-70	iestāžu	Fem	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Plur	*	*	ncfpg5	iestāde	_	_	nmod	basic	1-11	
1-11	71-82	maksājumiem	Masc	Plur	Dat	*	*	*	*	*	*	Case=Dat\|Gender=Masc\|Number=Plur	*	*	ncmpd1	maksājums	_	_	iobj	basic	1-6	
1-12	82-83	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	_	_	punct	basic	1-5	

#Text=Šīs augšējās robežas nedrīkst būt zemākas par tādu līmeni, kas sociālā ziņā saderīgs ar šīs direktīvas sociālajiem mērķiem.
2-1	85-88	Šīs	Fem	Plur	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Plur\|PronType=Dem	*	*	pd0fpnn	šī	_	_	det	basic	2-3	
