#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=- Bet mīlestība? - es pēkšņi prasīju.
1-1	0-1	-	_	_	_	_	_	_	_	_	_	_	_	_	zd	-	punct	basic	1-3	
1-2	2-5	Bet	_	_	_	_	_	_	_	_	_	_	_	_	cc	bet	cc	basic	1-3	
1-3	6-15	mīlestība	Fem	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Fem\|Number=Sing	*	*	ncfsn4	mīlestība	parataxis	basic	1-8	
1-4	15-16	?	_	_	_	_	_	_	_	_	_	_	_	_	zs	?	punct	basic	1-3	
1-5	17-18	-	_	_	_	_	_	_	_	_	_	_	_	_	zd	-	punct	basic	1-3	
1-6	19-21	es	*	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Number=Sing\|Person=1\|PronType=Prs	1	*	pp10snn	es	nsubj	basic	1-8	
1-7	22-28	pēkšņi	_	_	_	_	_	_	_	_	_	_	_	_	r0p	pēkšņi	advmod	basic	1-8	
1-8	29-36	prasīju	*	Sing	*	*	*	Past	Ind	Act	*	Evident=Fh\|Mood=Ind\|Number=Sing\|Person=1\|Polarity=Pos\|Tense=Past\|VerbForm=Fin\|Voice=Act	1	*	vmnist31san	prasīt	root	basic	1-8	
1-9	36-37	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	punct	basic	1-8	

#Text=- Kas?
2-1	39-40	-	_	_	_	_	_	_	_	_	_	_	_	_	zd	-	punct	basic	2-2	
2-2	41-44	Kas	*	*	Nom	*	*	*	*	*	*	Case=Nom\|PronType=Int	*	*	pq000nn	kas	root	basic	2-2	
2-3	44-45	?	_	_	_	_	_	_	_	_	_	_	_	_	zs	?	punct	basic	2-2	
