#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.morph.MorphologicalFeatures|gender|number|case|degree|transitivity|tense|mood|voice|definiteness|value|person|aspect
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=6.pants.
1-1	0-2	6.	*	*	*	*	*	*	*	*	*	NumType=Ord	*	*	xo	6.	amod|amod	basic|enhanced	1-2|1-2	
1-2	2-7	pants	Masc	Sing	Nom	*	*	*	*	*	*	Case=Nom\|Gender=Masc\|Number=Sing	*	*	ncmsn1	pants	root|root	basic|enhanced	1-2|1-2	
1-3	7-8	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	punct|punct	basic|enhanced	1-2|1-2	

#Text=(1) Kolektīvā interešu strīda puses streika laikā rīko streika sarunas.
2-1	10-11	(	_	_	_	_	_	_	_	_	_	_	_	_	zb	(	punct|punct	basic|enhanced	2-2|2-2	
2-2	11-12	1	*	*	*	*	*	*	*	*	*	NumType=Card	*	*	xn	1	parataxis|parataxis	basic|enhanced	2-10|2-10	
2-3	12-13	)	_	_	_	_	_	_	_	_	_	_	_	_	zb	)	punct|punct	basic|enhanced	2-2|2-2	
2-4	14-23	Kolektīvā	Fem	Sing	Nom	Pos	*	*	*	*	*	Case=Nom\|Degree=Pos\|Gender=Fem\|Number=Sing	*	*	arfsnyp	kolektīva	amod|amod	basic|enhanced	2-6|2-6	
2-5	24-32	interešu	Fem	Plur	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Plur	*	*	ncfpg5	interese	nmod|nmod	basic|enhanced	2-6|2-6	
2-6	33-39	strīda	Masc	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Sing	*	*	ncmsg1	strīds	nmod|nmod	basic|enhanced	2-7|2-7	
2-7	40-45	puses	Fem	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Fem\|Number=Sing	*	*	ncfsg5	puse	nsubj|nsubj	basic|enhanced	2-10|2-10	
2-8	46-53	streika	Masc	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Sing	*	*	ncmsg1	streiks	nmod|nmod	basic|enhanced	2-9|2-9	
2-9	54-59	laikā	Masc	Sing	Loc	*	*	*	*	*	*	Case=Loc\|Gender=Masc\|Number=Sing	*	*	ncmsl1	laiks	obl|obl	basic|enhanced	2-10|2-10	
2-10	60-64	rīko	*	*	*	*	*	Pres	Ind	Act	*	Evident=Fh\|Mood=Ind\|Person=3\|Polarity=Pos\|Tense=Pres\|VerbForm=Fin\|Voice=Act	3	*	vmnipt230an	rīkot	root|root	basic|enhanced	2-10|2-10	
2-11	65-72	streika	Masc	Sing	Gen	*	*	*	*	*	*	Case=Gen\|Gender=Masc\|Number=Sing	*	*	ncmsg1	streiks	nmod|nmod	basic|enhanced	2-12|2-12	
2-12	73-80	sarunas	Fem	Plur	Acc	*	*	*	*	*	*	Case=Acc\|Gender=Fem\|Number=Plur	*	*	ncfpa4	saruna	obj|obj	basic|enhanced	2-10|2-10	
2-13	80-81	.	_	_	_	_	_	_	_	_	_	_	_	_	zs	.	punct|punct	basic|enhanced	2-10|2-10	
